"seqn","age_years","age_group","sex","race_eth","educ_level","pir"
"141288","3",NULL,"1","3",NULL,"2.61"
"141289","80","60+","1","3","5","1.91"
"141290","62","60+","1","3","4","5"
"141291","64","60+","1","4","2","0.69"
"141292","13",NULL,"2","1",NULL,"0.56"
"141293","23","18-29","1","3","3","4.67"
"141294","68","60+","2","4","5","4.1"
"141295","61","60+","2","3","4","1.03"
"141296","50","50-59","2","3","5","5"
"141297","33","30-39","1","3","4","5"
"141298","49","40-49","1","4","4","1.31"
"141299","32","30-39","2","3","4","3.68"
"141300","31","30-39","2","3","5","5"
"141301","70","60+","2","2","4",NULL
"141302","77","60+","2","3","5","2.86"
"141303","62","60+","1","3","4","2.92"
"141304","12",NULL,"2","4",NULL,"0.3"
"141305","71","60+","1","3","5",NULL
"141306","45","40-49","1","4","2","0.11"
"141307","66","60+","2","3","5","3.22"
"141308","11",NULL,"2","4",NULL,"0.25"
"141309","55","50-59","1","3","4","5"
"141310","34","30-39","1","4","5",NULL
"141311","74","60+","2","3","3","2.18"
"141312","63","60+","2","3","5","1.94"
"141313","57","50-59","1","2","4","3.82"
"141314","45","40-49","2","2","1","1.51"
"141315","47","40-49","2","3","4","1.52"
"141316","62","60+","1","3","2","0.35"
"141317","61","60+","2","3","1",NULL
"141318","30","30-39","1","3","3","1.03"
"141319","24","18-29","2","1","3","2.85"
"141320","6",NULL,"2","4",NULL,"1.23"
"141321","10",NULL,"2","3",NULL,"2.46"
"141322","6",NULL,"2","1",NULL,"1.13"
"141323","71","60+","1","3","5","4.42"
"141324","26","18-29","2","3","4","3.69"
"141325","30","30-39","2","4","4","1.14"
"141326","63","60+","2","3","3","1.42"
"141327","42","40-49","2","3","3",NULL
"141328","61","60+","2","2","5","5"
"141329","32","30-39","1","3","5","5"
"141330","61","60+","1","3","5","3.47"
"141331","4",NULL,"1","4",NULL,"0.03"
"141332","11",NULL,"2","3",NULL,"4.11"
"141333","10",NULL,"2","1",NULL,"1.08"
"141334","79","60+","1","3","5",NULL
"141335","71","60+","2","3","5","5"
"141336","17",NULL,"2","6",NULL,"1.93"
"141337","32","30-39","2","3","2","0.52"
"141338","42","40-49","2","4","4","1.26"
"141339","18","18-29","2","3",NULL,"0.15"
"141340","11",NULL,"1","3",NULL,"1.71"
"141341","67","60+","2","2","2","1.86"
"141342","80","60+","2","4","2","0.04"
"141343","3",NULL,"1","2",NULL,"1.09"
"141344","55","50-59","2","3","4",NULL
"141345","31","30-39","2","4","2","0.94"
"141346","13",NULL,"2","3",NULL,NULL
"141347","39","30-39","2","2","1",NULL
"141348","69","60+","2","3","5","1.47"
"141349","74","60+","1","3","4","2.03"
"141350","3",NULL,"1","2",NULL,"0.42"
"141351","5.397605346934028e-79",NULL,"2","2",NULL,"3.26"
"141352","12",NULL,"2","4",NULL,"0.65"
"141353","56","50-59","2","1","3","2.13"
"141354","69","60+","2","3","3","1.61"
"141355","12",NULL,"2","2",NULL,"1.31"
"141356","31","30-39","2","7","4","2.77"
"141357","71","60+","1","7","4",NULL
"141358","67","60+","2","3","4",NULL
"141359","13",NULL,"2","3",NULL,NULL
"141360","6",NULL,"2","2",NULL,NULL
"141361","17",NULL,"1","2",NULL,"0.01"
"141362","42","40-49","1","3","4","2.03"
"141363","7",NULL,"1","2",NULL,"5"
"141364","22","18-29","2","3","5","4.02"
"141365","72","60+","2","3","5","5"
"141366","53","50-59","1","6","5","5"
"141367","13",NULL,"2","2",NULL,"0.87"
"141368","48","40-49","1","4","4","1.85"
"141369","17",NULL,"2","4",NULL,NULL
"141370","75","60+","2","3","3","0.99"
"141371","17",NULL,"1","3",NULL,"4.1"
"141372","68","60+","1","3","4","2.4"
"141373","53","50-59","2","7","4","2.95"
"141374","30","30-39","2","4","3","0.58"
"141375","49","40-49","2","7","5","0.51"
"141376","61","60+","1","1","2",NULL
"141377","74","60+","1","3","5","5"
"141378","35","30-39","1","2","3","2.7"
"141379","34","30-39","1","1","4","1.85"
"141380","78","60+","2","3","3","1.06"
"141381","50","50-59","1","4","4","2.74"
"141382","10",NULL,"1","3",NULL,NULL
"141383","20","18-29","1","3","3","1.94"
"141384","8",NULL,"1","2",NULL,"0.76"
"141385","23","18-29","2","2","4",NULL
"141386","60","60+","2","3","4","4.1"
"141387","40","40-49","2","3","4",NULL
"141388","7",NULL,"2","6",NULL,"3.02"
"141389","66","60+","1","4","1","2.31"
"141390","10",NULL,"1","3",NULL,"1.46"
"141391","15",NULL,"1","3",NULL,"1.52"
"141392","80","60+","2","3","4",NULL
"141393","62","60+","2","3","5","5"
"141394","11",NULL,"1","3",NULL,"4.03"
"141395","59","50-59","1","3","4","3.43"
"141396","40","40-49","2","6","5",NULL
"141397","18","18-29","1","4",NULL,"0.87"
"141398","67","60+","1","6","5","1.05"
"141399","72","60+","2","3","5","4.19"
"141400","58","50-59","2","7","3",NULL
"141401","58","50-59","2","3","5","5"
"141402","72","60+","2","3","1","0.61"
"141403","55","50-59","1","7","3","0.69"
"141404","22","18-29","1","3","3","0.84"
"141405","70","60+","2","3","4","1.71"
"141406","17",NULL,"1","3",NULL,"5"
"141407","64","60+","2","3","5","5"
"141408","42","40-49","2","3","5",NULL
"141409","60","60+","1","2","1",NULL
"141410","61","60+","2","3","3","0.75"
"141411","75","60+","1","3","4","5"
"141412","63","60+","1","1","4",NULL
"141413","22","18-29","2","2","4","1.14"
"141414","18","18-29","1","3",NULL,"0.08"
"141415","68","60+","1","3","4","5"
"141416","41","40-49","1","4","5","5"
"141417","56","50-59","2","3","5","4.42"
"141418","32","30-39","1","4","3","1.97"
"141419","71","60+","1","3","5","2.94"
"141420","61","60+","1","3","5","5"
"141421","9",NULL,"2","4",NULL,"0.09"
"141422","13",NULL,"2","3",NULL,"3.08"
"141423","52","50-59","2","3","2","2.48"
"141424","71","60+","1","3","2","0.73"
"141425","31","30-39","2","4","2","0.05"
"141426","34","30-39","2","6","3","1.67"
"141427","64","60+","1","4","3",NULL
"141428","32","30-39","1","2","4","2.94"
"141429","4",NULL,"2","2",NULL,"1.96"
"141430","37","30-39","2","3","5","5"
"141431","65","60+","1","3","5",NULL
"141432","7",NULL,"1","4",NULL,NULL
"141433","2",NULL,"2","1",NULL,"1.67"
"141434","3",NULL,"1","2",NULL,"0.82"
"141435","35","30-39","1","2","3",NULL
"141436","80","60+","1","6","4",NULL
"141437","61","60+","1","3","5","5"
"141438","15",NULL,"2","3",NULL,NULL
"141439","57","50-59","2","3","3","5"
"141440","60","60+","1","4","3",NULL
"141441","56","50-59","2","3","3","3.11"
"141442","29","18-29","1","6","4",NULL
"141443","80","60+","2","3","2","0.91"
"141444","29","18-29","2","3","5","2.35"
"141445","49","40-49","2","6","3","2.46"
"141446","52","50-59","2","3","4","5"
"141447","21","18-29","1","4","3","2.18"
"141448","80","60+","2","3","3","3.33"
"141449","22","18-29","2","3","4","3.31"
"141450","74","60+","1","3","5","5"
"141451","44","40-49","2","3","5","5"
"141452","2",NULL,"2","6",NULL,NULL
"141453","35","30-39","2","2","5","5"
"141454","25","18-29","1","2","3","3.42"
"141455","1",NULL,"1","7",NULL,"3.33"
"141456","51","50-59","2","3","2",NULL
"141457","2",NULL,"1","2",NULL,NULL
"141458","1",NULL,"1","2",NULL,"0.41"
"141459","79","60+","2","3","4","5"
"141460","74","60+","1","2","1","0.74"
"141461","71","60+","1","3","5","5"
"141462","38","30-39","2","3","1","5"
"141463","64","60+","2","1","4","0.96"
"141464","43","40-49","1","2","1",NULL
"141465","75","60+","2","3","5","2.73"
"141466","67","60+","1","3","5","5"
"141467","59","50-59","2","3","4",NULL
"141468","61","60+","1","3","3","5"
"141469","64","60+","1","3","5","5"
"141470","72","60+","1","3","5","3.77"
"141471","6",NULL,"2","3",NULL,"1.01"
"141472","9",NULL,"1","4",NULL,"0.67"
"141473","50","50-59","2","3","3","2.4"
"141474","51","50-59","2","3","5",NULL
"141475","6",NULL,"2","3",NULL,"5"
"141476","35","30-39","2","7","4","0.9"
"141477","77","60+","2","3","4","4.37"
"141478","40","40-49","2","1","4","2.17"
"141479","62","60+","2","3","2","2.35"
"141480","13",NULL,"2","2",NULL,"1.08"
"141481","15",NULL,"2","4",NULL,NULL
"141482","20","18-29","1","1","3","1.05"
"141483","71","60+","2","3","5",NULL
"141484","36","30-39","1","6","5","5"
"141485","65","60+","2","3","4","3.28"
"141486","5.397605346934028e-79",NULL,"2","4",NULL,"0.49"
"141487","74","60+","2","2","3","1.08"
"141488","80","60+","1","3","4",NULL
"141489","59","50-59","1","3","4","4.13"
"141490","71","60+","1","6","2","0.84"
"141491","25","18-29","2","4","4","0.04"
"141492","4",NULL,"2","4",NULL,"1.23"
"141493","56","50-59","1","7","4",NULL
"141494","15",NULL,"2","2",NULL,NULL
"141495","74","60+","2","3","5","2.79"
"141496","41","40-49","2","4","4","0.7"
"141497","46","40-49","2","1","2",NULL
"141498","44","40-49","2","3","4",NULL
"141499","64","60+","1","1","1","0.66"
"141500","38","30-39","2","3","4","2.54"
"141501","32","30-39","2","4","4","0.94"
"141502","80","60+","1","2","5","5"
"141503","62","60+","2","3","5","5"
"141504","9",NULL,"1","3",NULL,"1.54"
"141505","24","18-29","2","6","5","5"
"141506","17",NULL,"2","6",NULL,"5"
"141507","41","40-49","2","3","4","0.74"
"141508","68","60+","1","3","4","2.58"
"141509","8",NULL,"2","7",NULL,NULL
"141510","35","30-39","1","2","3","0.01"
"141511","73","60+","2","3","3","1.81"
"141512","17",NULL,"1","3",NULL,"1"
"141513","14",NULL,"2","3",NULL,NULL
"141514","73","60+","2","3","5","2.15"
"141515","53","50-59","1","7","3",NULL
"141516","5",NULL,"1","3",NULL,"5"
"141517","12",NULL,"1","6",NULL,NULL
"141518","23","18-29","2","2","4",NULL
"141519","18","18-29","1","2",NULL,NULL
"141520","68","60+","2","3","4","3.72"
"141521","26","18-29","2","4","4","1.97"
"141522","8",NULL,"1","3",NULL,"2.26"
"141523","9",NULL,"2","3",NULL,NULL
"141524","4",NULL,"2","3",NULL,"4.33"
"141525","31","30-39","2","3","5","4.37"
"141526","39","30-39","1","3","3","1.99"
"141527","17",NULL,"1","3",NULL,"5"
"141528","26","18-29","1","6","5","4.34"
"141529","48","40-49","2","1","1",NULL
"141530","4",NULL,"2","3",NULL,"2.85"
"141531","2",NULL,"2","3",NULL,NULL
"141532","18","18-29","1","2",NULL,"2.16"
"141533","11",NULL,"2","4",NULL,"0.48"
"141534","12",NULL,"1","3",NULL,NULL
"141535","18","18-29","1","4",NULL,"0.3"
"141536","4",NULL,"1","2",NULL,"4"
"141537","42","40-49","2","3","4","2.94"
"141538","70","60+","2","2","5","3.24"
"141539","16",NULL,"1","7",NULL,"2.74"
"141540","74","60+","2","3","5",NULL
"141541","38","30-39","2","3","5","5"
"141542","14",NULL,"2","2",NULL,"2.09"
"141543","32","30-39","2","2","2",NULL
"141544","6",NULL,"2","3",NULL,"1.71"
"141545","10",NULL,"2","3",NULL,"3.23"
"141546","14",NULL,"2","7",NULL,NULL
"141547","53","50-59","2","3","2","1.03"
"141548","60","60+","2","6","4","1.01"
"141549","48","40-49","2","3","3","2.73"
"141550","34","30-39","1","1","5","4.17"
"141551","25","18-29","2","2","3","1.09"
"141552","3",NULL,"1","3",NULL,"2.92"
"141553","24","18-29","2","6","5","5"
"141554","2",NULL,"2","3",NULL,"5"
"141555","60","60+","1","7","2","0.85"
"141556","5.397605346934028e-79",NULL,"1","3",NULL,"5"
"141557","59","50-59","2","3","3","2.79"
"141558","39","30-39","2","4","5","4.1"
"141559","4",NULL,"2","7",NULL,"1.04"
"141560","37","30-39","1","3","4","2.42"
"141561","66","60+","2","3","5","1.13"
"141562","16",NULL,"2","4",NULL,"0.24"
"141563","16",NULL,"2","3",NULL,NULL
"141564","72","60+","2","3","4","2.87"
"141565","12",NULL,"1","3",NULL,"0.88"
"141566","70","60+","1","3","1","0.92"
"141567","59","50-59","1","3","4",NULL
"141568","72","60+","2","3","4",NULL
"141569","64","60+","2","3","4","2.94"
"141570","80","60+","2","3","5","3.8"
"141571","10",NULL,"1","2",NULL,"0.36"
"141572","4",NULL,"2","4",NULL,"0.4"
"141573","37","30-39","2","4","2","1.13"
"141574","23","18-29","2","3","5","2.54"
"141575","26","18-29","1","2","1","2.73"
"141576","73","60+","2","7","5","2.21"
"141577","64","60+","1","3","5","5"
"141578","60","60+","1","4","4","0.74"
"141579","68","60+","2","3","4","3.03"
"141580","68","60+","2","3","4","3.06"
"141581","62","60+","2","7","2","0.88"
"141582","9",NULL,"2","6",NULL,"1.31"
"141583","19","18-29","2","2",NULL,"3.21"
"141584","69","60+","2","3","4","3.26"
"141585","54","50-59","2","3","5","5"
"141586","18","18-29","2","2",NULL,"0.74"
"141587","9",NULL,"2","4",NULL,"0.3"
"141588","65","60+","2","3","3","4.02"
"141589","32","30-39","1","3","3","1.76"
"141590","19","18-29","1","7",NULL,"5"
"141591","57","50-59","1","3","3","5.397605346934028e-79"
"141592","33","30-39","2","3","5","3.89"
"141593","61","60+","1","3","5","0.1"
"141594","48","40-49","1","3","5","5"
"141595","43","40-49","2","3","5",NULL
"141596","71","60+","1","3","5","2.18"
"141597","74","60+","1","3","5","5"
"141598","2",NULL,"2","3",NULL,"0.79"
"141599","8",NULL,"2","7",NULL,"3.28"
"141600","26","18-29","2","4","3","0.18"
"141601","5",NULL,"1","3",NULL,"1.74"
"141602","32","30-39","2","6","5","5"
"141603","12",NULL,"2","3",NULL,"5"
"141604","25","18-29","2","4","3","1.02"
"141605","5",NULL,"2","6",NULL,"0.48"
"141606","13",NULL,"1","3",NULL,"0.73"
"141607","30","30-39","1","1","4","4.73"
"141608","62","60+","1","3","4",NULL
"141609","36","30-39","2","3","4",NULL
"141610","6",NULL,"1","4",NULL,"0.6"
"141611","16",NULL,"2","2",NULL,"5"
"141612","32","30-39","2","1","5",NULL
"141613","11",NULL,"1","1",NULL,"1.05"
"141614","52","50-59","2","3","4","2.46"
"141615","58","50-59","1","3","3","0.31"
"141616","65","60+","1","3","5","5"
"141617","27","18-29","1","3","5","3.57"
"141618","13",NULL,"1","4",NULL,"0.89"
"141619","7",NULL,"1","6",NULL,NULL
"141620","5.397605346934028e-79",NULL,"2","6",NULL,"2.16"
"141621","58","50-59","1","4","4","2.56"
"141622","59","50-59","2","3","4",NULL
"141623","19","18-29","1","3",NULL,NULL
"141624","11",NULL,"1","3",NULL,"3.77"
"141625","74","60+","2","3","5","3.82"
"141626","38","30-39","1","7","5","4.83"
"141627","72","60+","1","4","4","2.35"
"141628","58","50-59","2","3","5","5"
"141629","41","40-49","1","4","4","0.17"
"141630","38","30-39","2","3","4","5"
"141631","77","60+","2","3","4","2.79"
"141632","8",NULL,"1","2",NULL,"1.08"
"141633","1",NULL,"1","6",NULL,NULL
"141634","59","50-59","2","3","5","5"
"141635","53","50-59","2","2","5","1.47"
"141636","75","60+","1","3","5","4.56"
"141637","76","60+","2","3","5","2.18"
"141638","15",NULL,"1","3",NULL,"2.12"
"141639","14",NULL,"1","7",NULL,"0.73"
"141640","27","18-29","1","3","4","2.19"
"141641","36","30-39","1","3","5","5"
"141642","67","60+","2","3","3",NULL
"141643","80","60+","2","2","2","3.09"
"141644","57","50-59","2","3","4",NULL
"141645","69","60+","2","3","3","5"
"141646","12",NULL,"2","3",NULL,"4.28"
"141647","78","60+","1","3","5","5"
"141648","33","30-39","2","2","4","0.83"
"141649","24","18-29","2","3","5","5"
"141650","12",NULL,"1","3",NULL,"2.85"
"141651","10",NULL,"2","7",NULL,"1.56"
"141652","1",NULL,"2","3",NULL,"0.96"
"141653","28","18-29","1","3","4",NULL
"141654","62","60+","1","3","5","5"
"141655","20","18-29","2","2","3",NULL
"141656","80","60+","2","7","3","2.06"
"141657","80","60+","1","3","5",NULL
"141658","80","60+","1","3","5","5"
"141659","6",NULL,"1","2",NULL,"0.36"
"141660","67","60+","2","3","5","5"
"141661","31","30-39","2","2","2","2.69"
"141662","56","50-59","2","3","5","5"
"141663","80","60+","2","3","5","4.06"
"141664","59","50-59","1","3","4","3.58"
"141665","66","60+","2","3","5","5"
"141666","14",NULL,"1","3",NULL,"5"
"141667","7",NULL,"2","3",NULL,"5"
"141668","4",NULL,"2","7",NULL,"3.58"
"141669","30","30-39","2","3","5","5"
"141670","12",NULL,"1","2",NULL,"2.77"
"141671","13",NULL,"2","6",NULL,"3.13"
"141672","46","40-49","1","3","3","2.18"
"141673","54","50-59","2","3","4",NULL
"141674","21","18-29","1","7","3",NULL
"141675","68","60+","2","4","3","1.17"
"141676","58","50-59","1","3","5","3.55"
"141677","61","60+","1","2","2","3"
"141678","55","50-59","1","3","3","0.96"
"141679","5",NULL,"2","1",NULL,NULL
"141680","71","60+","1","4","2","1.18"
"141681","39","30-39","2","2","1","0.01"
"141682","6",NULL,"1","3",NULL,"5"
"141683","5.397605346934028e-79",NULL,"1","2",NULL,NULL
"141684","54","50-59","2","3","4","3.02"
"141685","3",NULL,"1","2",NULL,"0.62"
"141686","11",NULL,"2","7",NULL,"1.48"
"141687","80","60+","1","3","3","3.04"
"141688","29","18-29","2","2","4",NULL
"141689","49","40-49","2","3","5","5"
"141690","5.397605346934028e-79",NULL,"1","2",NULL,"5"
"141691","55","50-59","2","2","5","5"
"141692","45","40-49","2","3","3","1.21"
"141693","2",NULL,"2","1",NULL,"1.1"
"141694","74","60+","1","3","5","3.55"
"141695","1",NULL,"1","2",NULL,NULL
"141696","58","50-59","1","3","4","3"
"141697","16",NULL,"1","1",NULL,"1.19"
"141698","80","60+","2","3","4",NULL
"141699","8",NULL,"1","1",NULL,"1.8"
"141700","6",NULL,"2","6",NULL,NULL
"141701","63","60+","2","3","4","5"
"141702","16",NULL,"1","4",NULL,"3"
"141703","27","18-29","1","3","5","4.6"
"141704","79","60+","2","3","4",NULL
"141705","1",NULL,"1","7",NULL,NULL
"141706","68","60+","1","3","4","5"
"141707","10",NULL,"2","3",NULL,"0.63"
"141708","9",NULL,"1","1",NULL,"2.56"
"141709","63","60+","2","3","5","5"
"141710","72","60+","2","7","3","1.4"
"141711","10",NULL,"2","3",NULL,"3.42"
"141712","32","30-39","2","3","4","0.41"
"141713","59","50-59","1","3","3","1.65"
"141714","50","50-59","2","3","3","2.87"
"141715","66","60+","1","3","4","0.83"
"141716","1",NULL,"1","3",NULL,"5"
"141717","63","60+","1","3","3",NULL
"141718","3",NULL,"2","2",NULL,"0.94"
"141719","80","60+","1","3","3","4.6"
"141720","60","60+","1","3","4","5"
"141721","80","60+","2","3","3","1.36"
"141722","19","18-29","2","6",NULL,"2.49"
"141723","41","40-49","2","3","5","4.83"
"141724","6",NULL,"2","1",NULL,"4.4"
"141725","49","40-49","2","4","5","2.32"
"141726","80","60+","1","3","3","0.59"
"141727","14",NULL,"2","1",NULL,"1.8"
"141728","47","40-49","2","3","3","1.55"
"141729","76","60+","2","3","3","1.07"
"141730","24","18-29","1","3","4","3.11"
"141731","68","60+","2","3","5","5"
"141732","65","60+","1","3","4","3.77"
"141733","9",NULL,"1","4",NULL,"0.33"
"141734","75","60+","2","3","4","2.19"
"141735","33","30-39","2","4","4","2.73"
"141736","42","40-49","2","4","2","2.29"
"141737","51","50-59","1","4","3","0.19"
"141738","1",NULL,"2","4",NULL,NULL
"141739","16",NULL,"2","3",NULL,"2.33"
"141740","27","18-29","1","3","3","2.18"
"141741","19","18-29","2","2",NULL,"5"
"141742","26","18-29","2","3","5","3.33"
"141743","75","60+","1","3","4",NULL
"141744","76","60+","1","3","4","2.72"
"141745","60","60+","2","6","5","5"
"141746","80","60+","2","3","1",NULL
"141747","70","60+","1","7","5",NULL
"141748","7",NULL,"1","3",NULL,NULL
"141749","16",NULL,"1","3",NULL,"5"
"141750","59","50-59","2","2","3","2.39"
"141751","9",NULL,"2","6",NULL,"3.04"
"141752","54","50-59","1","3","4","3.55"
"141753","10",NULL,"2","4",NULL,NULL
"141754","44","40-49","2","4","4","0.02"
"141755","56","50-59","1","3","5","4.42"
"141756","72","60+","2","3","5","4.56"
"141757","61","60+","1","1","3","3"
"141758","14",NULL,"1","1",NULL,"1.53"
"141759","25","18-29","2","6","5","2.5"
"141760","74","60+","2","1","1","1.49"
"141761","69","60+","1","3","5","2.18"
"141762","77","60+","2","3","5","5"
"141763","36","30-39","2","4","1","5.397605346934028e-79"
"141764","62","60+","1","3","2","1.1"
